StudentID,Gender,ParentIncome,IQ,ParentEncouragement,CollegePlans
2064,Male,30330,135,Encouraged,Does not plan to attend
2065,Female,59000,67,Not Encouraged,Does not plan to attend
2066,Female,61600,96,Not Encouraged,Does not plan to attend
2067,Female,31500,85,Not Encouraged,Plans to attend
2068,Female,47700,102,Encouraged,Does not plan to attend
2069,Female,60210,81,Encouraged,Does not plan to attend
2070,Female,45980,102,Encouraged,Plans to attend
2071,Female,57310,106,Encouraged,Plans to attend
2072,Male,21780,85,Encouraged,Does not plan to attend
2073,Female,39400,90,Not Encouraged,Plans to attend
2074,Male,35300,65,Not Encouraged,Does not plan to attend
2075,Male,36300,101,Encouraged,Plans to attend
2076,Female,65780,102,Encouraged,Plans to attend
2077,Male,41040,94,Encouraged,Does not plan to attend
2078,Female,58770,93,Encouraged,Does not plan to attend
2079,Male,32130,97,Encouraged,Does not plan to attend
2080,Female,31500,102,Encouraged,Does not plan to attend
2081,Female,25200,93,Not Encouraged,Does not plan to attend
2082,Male,49860,134,Encouraged,Does not plan to attend
2083,Male,34020,97,Encouraged,Does not plan to attend
2084,Male,65880,137,Encouraged,Does not plan to attend
2085,Male,16380,60,Encouraged,Does not plan to attend
2086,Male,36540,113,Encouraged,Does not plan to attend
2087,Female,13700,99,Not Encouraged,Does not plan to attend
2088,Male,41580,128,Encouraged,Does not plan to attend
2089,Female,60480,110,Encouraged,Does not plan to attend
2090,Male,8000,78,Not Encouraged,Does not plan to attend
2091,Female,64260,105,Encouraged,Does not plan to attend
2092,Female,66240,96,Encouraged,Does not plan to attend
2093,Male,39930,74,Encouraged,Plans to attend
2094,Male,45800,92,Not Encouraged,Does not plan to attend
2095,Female,23500,88,Not Encouraged,Does not plan to attend
2096,Male,35000,121,Not Encouraged,Does not plan to attend
2097,Female,20600,86,Not Encouraged,Does not plan to attend
2098,Male,52250,92,Encouraged,Plans to attend
2099,Female,31700,76,Not Encouraged,Does not plan to attend
2100,Male,20800,64,Not Encouraged,Does not plan to attend
2101,Female,60060,119,Encouraged,Plans to attend
2102,Female,44440,134,Encouraged,Plans to attend
2103,Female,68090,121,Encouraged,Plans to attend
2104,Female,19000,77,Not Encouraged,Does not plan to attend
2105,Male,37170,71,Encouraged,Does not plan to attend
2106,Female,47600,93,Not Encouraged,Does not plan to attend
2107,Male,53680,100,Encouraged,Plans to attend
2108,Male,60940,101,Encouraged,Plans to attend
2109,Female,43900,107,Not Encouraged,Does not plan to attend
2110,Female,81730,109,Encouraged,Plans to attend
2111,Female,30600,86,Not Encouraged,Does not plan to attend
2112,Male,34110,97,Encouraged,Does not plan to attend
2113,Female,34320,116,Encouraged,Plans to attend
2114,Male,77000,90,Encouraged,Plans to attend
2115,Male,42300,97,Encouraged,Does not plan to attend
2116,Female,53020,130,Encouraged,Plans to attend
2117,Female,49700,96,Not Encouraged,Does not plan to attend
2118,Female,18000,86,Not Encouraged,Does not plan to attend
2119,Female,46200,102,Not Encouraged,Does not plan to attend
2120,Male,49600,95,Not Encouraged,Does not plan to attend
2121,Male,42660,63,Encouraged,Does not plan to attend
2122,Female,14630,101,Encouraged,Plans to attend
2123,Female,66660,132,Encouraged,Plans to attend
2124,Male,37800,113,Encouraged,Does not plan to attend
2125,Male,42240,127,Encouraged,Plans to attend
2126,Male,19600,91,Not Encouraged,Does not plan to attend
2127,Male,55400,113,Not Encouraged,Does not plan to attend
2128,Female,44500,81,Not Encouraged,Does not plan to attend
2129,Male,34380,134,Encouraged,Does not plan to attend
2130,Female,39420,118,Encouraged,Does not plan to attend
2131,Male,42460,70,Encouraged,Plans to attend
2132,Female,76780,135,Encouraged,Plans to attend
2133,Female,29700,137,Not Encouraged,Does not plan to attend
2134,Male,48730,113,Encouraged,Plans to attend
2135,Female,50270,91,Encouraged,Plans to attend
2136,Male,47900,98,Not Encouraged,Does not plan to attend
2137,Female,33800,99,Not Encouraged,Does not plan to attend
2138,Male,52580,68,Encouraged,Plans to attend
2139,Male,21500,97,Not Encouraged,Does not plan to attend
2140,Female,54810,115,Encouraged,Does not plan to attend
2141,Male,36400,93,Not Encouraged,Does not plan to attend
2142,Male,43600,81,Not Encouraged,Does not plan to attend
2143,Female,19100,100,Not Encouraged,Does not plan to attend
2144,Female,30330,96,Encouraged,Does not plan to attend
2145,Female,44460,106,Encouraged,Does not plan to attend
2146,Male,13200,94,Not Encouraged,Does not plan to attend
2147,Male,29700,88,Not Encouraged,Does not plan to attend
2148,Female,64570,116,Encouraged,Plans to attend
2149,Female,33800,94,Not Encouraged,Does not plan to attend
2150,Male,49720,104,Encouraged,Plans to attend
2151,Male,81730,119,Encouraged,Plans to attend
2152,Male,10080,98,Encouraged,Does not plan to attend
2153,Female,33500,68,Not Encouraged,Does not plan to attend
2154,Female,60280,99,Encouraged,Plans to attend
2155,Female,34100,99,Not Encouraged,Does not plan to attend
2156,Male,28710,92,Encouraged,Does not plan to attend
2157,Male,18300,62,Not Encouraged,Does not plan to attend
2158,Female,44820,108,Encouraged,Does not plan to attend
2159,Male,34210,103,Encouraged,Plans to attend
2160,Male,8500,63,Not Encouraged,Does not plan to attend
2161,Female,21100,79,Not Encouraged,Does not plan to attend
2162,Female,28500,91,Not Encouraged,Does not plan to attend
2163,Female,33400,93,Not Encouraged,Does not plan to attend
2164,Female,20300,110,Not Encouraged,Does not plan to attend
2165,Female,33990,93,Encouraged,Plans to attend
2166,Female,28980,104,Encouraged,Does not plan to attend
2167,Female,37080,87,Encouraged,Does not plan to attend
2168,Male,38880,101,Encouraged,Does not plan to attend
2169,Female,28000,77,Not Encouraged,Does not plan to attend
2170,Female,30800,81,Not Encouraged,Does not plan to attend
2171,Female,12800,109,Not Encouraged,Does not plan to attend
2172,Female,50400,94,Encouraged,Does not plan to attend
2173,Female,49320,99,Encouraged,Does not plan to attend
2174,Male,82170,121,Encouraged,Plans to attend
2175,Female,24700,98,Not Encouraged,Does not plan to attend
2176,Male,10300,64,Not Encouraged,Does not plan to attend
2177,Female,9400,93,Not Encouraged,Does not plan to attend
2178,Male,66770,138,Encouraged,Plans to attend
2179,Female,42900,103,Not Encouraged,Does not plan to attend
2180,Male,14200,61,Not Encouraged,Does not plan to attend
2181,Female,47700,102,Not Encouraged,Does not plan to attend
2182,Female,29340,92,Encouraged,Does not plan to attend
2183,Male,34600,88,Not Encouraged,Does not plan to attend
2184,Female,44900,87,Not Encouraged,Does not plan to attend
2185,Female,17500,115,Not Encouraged,Does not plan to attend
2186,Male,9900,73,Not Encouraged,Does not plan to attend
2187,Male,14700,100,Not Encouraged,Does not plan to attend
2188,Male,30420,64,Encouraged,Does not plan to attend
2189,Female,30700,76,Not Encouraged,Does not plan to attend
2190,Male,65450,130,Encouraged,Plans to attend
2191,Male,58740,131,Encouraged,Plans to attend
2192,Male,60830,136,Encouraged,Plans to attend
2193,Female,29430,105,Encouraged,Does not plan to attend
2449,Female,41470,129,Encouraged,Plans to attend
2450,Male,55400,89,Not Encouraged,Does not plan to attend
2451,Female,49400,99,Not Encouraged,Does not plan to attend
2452,Female,47200,98,Not Encouraged,Does not plan to attend
2453,Male,23400,107,Encouraged,Does not plan to attend
2454,Male,42840,110,Encouraged,Does not plan to attend
2455,Female,44910,93,Encouraged,Does not plan to attend
2456,Female,72600,102,Encouraged,Plans to attend
2457,Male,6200,106,Not Encouraged,Does not plan to attend
2458,Female,44370,106,Encouraged,Does not plan to attend
2459,Male,34920,139,Encouraged,Does not plan to attend
2460,Male,43120,100,Encouraged,Plans to attend
2461,Male,10400,62,Not Encouraged,Does not plan to attend
2462,Female,22200,65,Not Encouraged,Does not plan to attend
2463,Male,18400,136,Not Encouraged,Does not plan to attend
2464,Female,10980,96,Encouraged,Does not plan to attend
2465,Female,22900,97,Not Encouraged,Does not plan to attend
2466,Male,37800,66,Encouraged,Does not plan to attend
2467,Female,35100,95,Encouraged,Does not plan to attend
2468,Female,51750,71,Encouraged,Does not plan to attend
2469,Male,74690,131,Encouraged,Plans to attend
2470,Male,58500,103,Encouraged,Does not plan to attend
2471,Female,7200,73,Not Encouraged,Does not plan to attend
2472,Male,41910,95,Encouraged,Plans to attend
2473,Female,35500,95,Not Encouraged,Plans to attend
2474,Female,33700,77,Not Encouraged,Does not plan to attend
2475,Male,40800,96,Not Encouraged,Does not plan to attend
2476,Male,59070,106,Encouraged,Plans to attend
2477,Female,39060,98,Encouraged,Does not plan to attend
2478,Male,28170,66,Encouraged,Does not plan to attend
2479,Male,68530,106,Encouraged,Plans to attend
2480,Male,15100,72,Not Encouraged,Does not plan to attend
2481,Female,21400,108,Not Encouraged,Does not plan to attend
2482,Male,27180,101,Encouraged,Does not plan to attend
2483,Female,43200,93,Not Encouraged,Does not plan to attend
2484,Female,41580,105,Encouraged,Plans to attend
2485,Male,47300,99,Not Encouraged,Does not plan to attend
2486,Male,23400,73,Not Encouraged,Does not plan to attend
2487,Male,39100,109,Not Encouraged,Does not plan to attend
2488,Female,76010,127,Encouraged,Plans to attend
2489,Female,63360,131,Encouraged,Plans to attend
2490,Female,65450,122,Encouraged,Plans to attend
2491,Female,37170,95,Encouraged,Does not plan to attend
2492,Female,41940,123,Encouraged,Does not plan to attend
2493,Male,39600,96,Not Encouraged,Does not plan to attend
2494,Female,46530,110,Encouraged,Does not plan to attend
2495,Male,4590,95,Encouraged,Does not plan to attend
2496,Male,31400,95,Not Encouraged,Does not plan to attend
2497,Female,66110,108,Encouraged,Plans to attend
2498,Male,35190,77,Encouraged,Does not plan to attend
2499,Female,7100,94,Not Encouraged,Does not plan to attend
2500,Female,78100,97,Encouraged,Plans to attend
2501,Male,44550,108,Encouraged,Does not plan to attend
2502,Female,39800,99,Not Encouraged,Does not plan to attend
2503,Male,46620,109,Encouraged,Does not plan to attend
2504,Female,71830,62,Encouraged,Plans to attend
2505,Male,37070,91,Encouraged,Plans to attend
2506,Female,34900,93,Not Encouraged,Does not plan to attend
2507,Male,76340,137,Encouraged,Plans to attend
2508,Male,19710,71,Encouraged,Does not plan to attend
2509,Female,42600,95,Not Encouraged,Does not plan to attend
2510,Female,30600,131,Not Encouraged,Does not plan to attend
2511,Male,48100,100,Not Encouraged,Does not plan to attend
2512,Male,10300,75,Not Encouraged,Does not plan to attend
2513,Female,21000,98,Not Encouraged,Does not plan to attend
2514,Female,39870,121,Encouraged,Does not plan to attend
2515,Female,64570,130,Encouraged,Plans to attend
2516,Male,12500,68,Not Encouraged,Does not plan to attend
2517,Male,28620,108,Encouraged,Does not plan to attend
2518,Female,34200,137,Not Encouraged,Does not plan to attend
2519,Male,35600,72,Not Encouraged,Does not plan to attend
2520,Female,30100,99,Not Encouraged,Does not plan to attend
2521,Male,58230,97,Encouraged,Does not plan to attend
2522,Male,29520,60,Encouraged,Does not plan to attend
2523,Male,65560,111,Encouraged,Plans to attend
2524,Male,37400,102,Encouraged,Plans to attend
2525,Male,67210,114,Encouraged,Plans to attend
2526,Female,15510,76,Encouraged,Plans to attend
2527,Female,47700,118,Not Encouraged,Does not plan to attend
2528,Female,27360,116,Encouraged,Does not plan to attend
2529,Male,29300,86,Not Encouraged,Does not plan to attend
2530,Male,71600,74,Not Encouraged,Does not plan to attend
2531,Male,47800,104,Not Encouraged,Does not plan to attend
2532,Male,72490,124,Encouraged,Plans to attend
2533,Male,29610,67,Encouraged,Does not plan to attend
2534,Male,28980,91,Encouraged,Does not plan to attend
2535,Male,58080,81,Encouraged,Plans to attend
2536,Female,21900,100,Not Encouraged,Does not plan to attend
2537,Female,46530,117,Encouraged,Plans to attend
2538,Female,43900,98,Not Encouraged,Does not plan to attend
2539,Male,34430,120,Encouraged,Plans to attend
2540,Male,46860,103,Encouraged,Plans to attend
2541,Male,66550,104,Encouraged,Plans to attend
2542,Female,81730,137,Encouraged,Plans to attend
2543,Female,41300,82,Not Encouraged,Does not plan to attend
2544,Male,73590,92,Encouraged,Plans to attend
2545,Male,42030,67,Encouraged,Does not plan to attend
2546,Male,44000,78,Not Encouraged,Does not plan to attend
2547,Female,15400,99,Not Encouraged,Does not plan to attend
2548,Male,9800,76,Not Encouraged,Does not plan to attend
2549,Female,31700,77,Not Encouraged,Does not plan to attend
2550,Male,14130,95,Encouraged,Does not plan to attend
2551,Female,44820,106,Encouraged,Does not plan to attend
2552,Female,41400,118,Not Encouraged,Does not plan to attend
2553,Male,20240,107,Encouraged,Plans to attend
2554,Female,61380,121,Encouraged,Plans to attend
2555,Female,33400,99,Not Encouraged,Does not plan to attend
2556,Male,42030,99,Encouraged,Does not plan to attend
2557,Male,59950,116,Encouraged,Plans to attend
2558,Female,8400,82,Not Encouraged,Does not plan to attend
2559,Male,40500,88,Not Encouraged,Does not plan to attend
2560,Male,16800,81,Not Encouraged,Does not plan to attend
2561,Female,39900,93,Not Encouraged,Does not plan to attend
2562,Male,49280,124,Encouraged,Plans to attend
2563,Male,53640,100,Encouraged,Does not plan to attend
2564,Female,37800,95,Not Encouraged,Does not plan to attend
2565,Female,37620,111,Encouraged,Does not plan to attend
2566,Male,60390,93,Encouraged,Does not plan to attend
2567,Female,8360,95,Encouraged,Plans to attend
2568,Female,24300,97,Not Encouraged,Does not plan to attend
2569,Female,64790,93,Encouraged,Plans to attend
2570,Female,8910,99,Encouraged,Plans to attend
2571,Female,9540,124,Encouraged,Does not plan to attend
2572,Female,5800,138,Not Encouraged,Does not plan to attend
2573,Male,12240,68,Encouraged,Does not plan to attend
2574,Female,48700,101,Not Encouraged,Does not plan to attend
2575,Female,14000,96,Not Encouraged,Does not plan to attend
2576,Male,31230,132,Encouraged,Does not plan to attend
2577,Female,40400,101,Not Encouraged,Does not plan to attend
2578,Female,52910,131,Encouraged,Plans to attend
2579,Male,69190,90,Encouraged,Plans to attend
2580,Male,12100,130,Not Encouraged,Does not plan to attend
2581,Male,35530,92,Encouraged,Plans to attend
2582,Male,49060,107,Encouraged,Plans to attend
2583,Male,61160,113,Encouraged,Plans to attend
2584,Female,64900,104,Encouraged,Plans to attend
2585,Male,48800,63,Not Encouraged,Does not plan to attend
2586,Male,40230,83,Encouraged,Does not plan to attend
2587,Male,36700,107,Not Encouraged,Does not plan to attend
2588,Female,19800,98,Not Encouraged,Does not plan to attend
2589,Female,6030,91,Encouraged,Does not plan to attend
2590,Female,40700,92,Not Encouraged,Does not plan to attend
2591,Female,24500,83,Not Encouraged,Does not plan to attend
2592,Female,32100,90,Not Encouraged,Does not plan to attend
2593,Female,48300,102,Not Encouraged,Does not plan to attend
2594,Female,23200,97,Not Encouraged,Does not plan to attend
2595,Male,30900,136,Not Encouraged,Does not plan to attend
2596,Female,19200,74,Not Encouraged,Does not plan to attend
2597,Male,40500,109,Encouraged,Does not plan to attend
2598,Female,32000,88,Not Encouraged,Does not plan to attend
2599,Male,60390,107,Encouraged,Plans to attend
2600,Female,22200,100,Not Encouraged,Does not plan to attend
2601,Male,5700,104,Not Encouraged,Does not plan to attend
2602,Female,55440,75,Encouraged,Does not plan to attend
2603,Female,47190,108,Encouraged,Plans to attend
2604,Male,45100,73,Not Encouraged,Does not plan to attend
2605,Male,38800,105,Not Encouraged,Does not plan to attend
2606,Female,72600,87,Encouraged,Plans to attend
2607,Male,53460,73,Encouraged,Does not plan to attend
2608,Male,34760,94,Encouraged,Plans to attend
2609,Male,4590,91,Encouraged,Does not plan to attend
2610,Female,12100,100,Not Encouraged,Does not plan to attend
2611,Female,34900,110,Not Encouraged,Does not plan to attend
2612,Female,78100,136,Encouraged,Plans to attend
2613,Male,32100,79,Not Encouraged,Does not plan to attend
2614,Male,48300,137,Not Encouraged,Does not plan to attend
2615,Female,29610,103,Encouraged,Does not plan to attend
2616,Female,29070,101,Encouraged,Does not plan to attend
2617,Male,77220,132,Encouraged,Plans to attend
2618,Female,49060,107,Encouraged,Plans to attend
2619,Female,32300,87,Not Encouraged,Does not plan to attend
2620,Male,14200,82,Not Encouraged,Does not plan to attend
2621,Female,82060,136,Encouraged,Plans to attend
2622,Male,9800,95,Not Encouraged,Does not plan to attend
2623,Male,25100,93,Not Encouraged,Does not plan to attend
2624,Female,35860,65,Encouraged,Plans to attend
2625,Male,72490,109,Encouraged,Plans to attend
2626,Male,21800,68,Not Encouraged,Does not plan to attend
2627,Female,42800,105,Not Encouraged,Does not plan to attend
2628,Male,16400,73,Not Encouraged,Does not plan to attend
2629,Male,66000,68,Encouraged,Plans to attend
2630,Male,45360,95,Encouraged,Does not plan to attend
2631,Female,31320,116,Encouraged,Does not plan to attend
2632,Male,52200,101,Encouraged,Does not plan to attend
2633,Female,15300,109,Not Encouraged,Does not plan to attend
2634,Female,41000,96,Not Encouraged,Does not plan to attend
2635,Female,33800,96,Not Encouraged,Plans to attend
2636,Female,6400,82,Not Encouraged,Does not plan to attend
2637,Male,11110,108,Encouraged,Plans to attend
2638,Male,27700,94,Not Encouraged,Does not plan to attend
2639,Female,50490,92,Encouraged,Does not plan to attend
2640,Female,38200,125,Not Encouraged,Does not plan to attend
2641,Male,81620,112,Encouraged,Plans to attend
2642,Female,30300,95,Not Encouraged,Does not plan to attend
2643,Female,48300,105,Not Encouraged,Does not plan to attend
2644,Female,73150,116,Encouraged,Plans to attend
2645,Male,42130,118,Encouraged,Plans to attend
2646,Female,34200,109,Encouraged,Does not plan to attend
2647,Male,42900,95,Encouraged,Plans to attend
2648,Female,42390,108,Encouraged,Does not plan to attend
2649,Male,44400,86,Not Encouraged,Does not plan to attend
2650,Female,30600,82,Not Encouraged,Does not plan to attend
2651,Male,11500,99,Not Encouraged,Plans to attend
2652,Male,37000,75,Not Encouraged,Does not plan to attend
2653,Female,60720,99,Encouraged,Plans to attend
2654,Male,46860,108,Encouraged,Plans to attend
2655,Female,55980,102,Encouraged,Does not plan to attend
2656,Male,36900,104,Encouraged,Does not plan to attend
2657,Female,43600,91,Not Encouraged,Does not plan to attend
2658,Female,33400,89,Not Encouraged,Does not plan to attend
2659,Male,35300,97,Not Encouraged,Does not plan to attend
2660,Male,34100,127,Encouraged,Plans to attend
2661,Female,38610,89,Encouraged,Plans to attend
2662,Female,30600,113,Not Encouraged,Does not plan to attend
2663,Female,39300,71,Not Encouraged,Does not plan to attend
2664,Male,27450,67,Encouraged,Does not plan to attend
2665,Female,27600,95,Not Encouraged,Does not plan to attend
2666,Male,35900,107,Not Encouraged,Does not plan to attend
2667,Female,48400,92,Encouraged,Plans to attend
2668,Male,79860,102,Encouraged,Plans to attend
2669,Male,79750,122,Encouraged,Plans to attend
2670,Male,71500,107,Not Encouraged,Does not plan to attend
2671,Female,30700,97,Not Encouraged,Does not plan to attend
2672,Male,37890,101,Encouraged,Does not plan to attend
2673,Male,37620,130,Encouraged,Plans to attend
2674,Male,48600,76,Not Encouraged,Does not plan to attend
2675,Male,31400,65,Not Encouraged,Does not plan to attend
2676,Male,14100,100,Not Encouraged,Plans to attend
2677,Male,71900,97,Not Encouraged,Does not plan to attend
2678,Male,41400,63,Encouraged,Does not plan to attend
2679,Male,48000,109,Not Encouraged,Does not plan to attend
2680,Male,32580,93,Encouraged,Does not plan to attend
2681,Female,61020,103,Encouraged,Does not plan to attend
2682,Male,80740,92,Encouraged,Plans to attend
2683,Female,42400,66,Not Encouraged,Does not plan to attend
2684,Male,31950,104,Encouraged,Does not plan to attend
2685,Male,37730,114,Encouraged,Plans to attend
2686,Male,39240,95,Encouraged,Does not plan to attend
2687,Female,30200,70,Not Encouraged,Does not plan to attend
2688,Female,46800,64,Not Encouraged,Does not plan to attend
2689,Female,36300,106,Not Encouraged,Does not plan to attend
2690,Male,65340,71,Encouraged,Plans to attend
2691,Male,26700,104,Not Encouraged,Does not plan to attend
2692,Female,43500,73,Not Encouraged,Does not plan to attend
2693,Female,11500,71,Not Encouraged,Does not plan to attend
2694,Female,43120,88,Encouraged,Plans to attend
2695,Male,26700,107,Not Encouraged,Does not plan to attend
2696,Male,75570,126,Encouraged,Plans to attend
2697,Female,42500,103,Not Encouraged,Does not plan to attend
2698,Female,34100,137,Not Encouraged,Does not plan to attend
2699,Male,28620,81,Encouraged,Does not plan to attend
2700,Female,22500,93,Not Encouraged,Does not plan to attend
2701,Male,33500,93,Not Encouraged,Does not plan to attend
2702,Male,71610,94,Encouraged,Plans to attend
2703,Female,11880,107,Encouraged,Does not plan to attend
2704,Female,53370,102,Encouraged,Does not plan to attend
2705,Female,54000,76,Encouraged,Does not plan to attend
2706,Male,78210,136,Encouraged,Plans to attend
2707,Male,40480,108,Encouraged,Plans to attend
2708,Female,40300,123,Not Encouraged,Does not plan to attend
2709,Male,7650,95,Encouraged,Does not plan to attend
2710,Male,49390,96,Encouraged,Plans to attend
2711,Male,42210,102,Encouraged,Does not plan to attend
2712,Male,59500,99,Not Encouraged,Does not plan to attend
2713,Female,15500,136,Not Encouraged,Does not plan to attend
2714,Male,30800,99,Not Encouraged,Does not plan to attend
2715,Male,6300,110,Not Encouraged,Does not plan to attend
2716,Female,71610,128,Encouraged,Plans to attend
2717,Female,55440,128,Encouraged,Plans to attend
2718,Female,35530,103,Encouraged,Plans to attend
2719,Female,37890,97,Encouraged,Does not plan to attend
2720,Female,19100,96,Not Encouraged,Does not plan to attend
2721,Male,45700,68,Not Encouraged,Does not plan to attend
2722,Male,36800,62,Not Encouraged,Does not plan to attend
2723,Male,54230,80,Encouraged,Plans to attend
2724,Female,36600,105,Not Encouraged,Does not plan to attend
2725,Male,40140,74,Encouraged,Does not plan to attend
2726,Male,29200,115,Not Encouraged,Does not plan to attend
2727,Female,40800,127,Not Encouraged,Does not plan to attend
2728,Female,41760,95,Encouraged,Does not plan to attend
2729,Male,44500,94,Not Encouraged,Plans to attend
2730,Female,35200,72,Not Encouraged,Does not plan to attend
2731,Male,46800,99,Encouraged,Does not plan to attend
2732,Male,38800,79,Not Encouraged,Does not plan to attend
2733,Female,41900,62,Not Encouraged,Does not plan to attend
2734,Female,73200,117,Not Encouraged,Does not plan to attend
2735,Male,55300,83,Not Encouraged,Does not plan to attend
2736,Female,34380,132,Encouraged,Does not plan to attend
2737,Female,33120,100,Encouraged,Does not plan to attend
2738,Female,67870,132,Encouraged,Plans to attend
2739,Female,8820,106,Encouraged,Does not plan to attend
2740,Female,13860,104,Encouraged,Plans to attend
2741,Female,38970,94,Encouraged,Does not plan to attend
2742,Female,46400,110,Not Encouraged,Does not plan to attend
2743,Female,46300,111,Not Encouraged,Does not plan to attend
2744,Male,76450,130,Encouraged,Plans to attend
2745,Female,70730,122,Encouraged,Plans to attend
2746,Male,28080,60,Encouraged,Does not plan to attend
2747,Male,56160,99,Encouraged,Does not plan to attend
2748,Female,41130,66,Encouraged,Does not plan to attend
2749,Male,24930,97,Encouraged,Does not plan to attend
2750,Female,22500,74,Not Encouraged,Does not plan to attend
2751,Female,51200,91,Not Encouraged,Does not plan to attend
2752,Male,18800,71,Not Encouraged,Does not plan to attend
2753,Male,22900,72,Not Encouraged,Does not plan to attend
2754,Male,46420,98,Encouraged,Plans to attend
2755,Male,45870,98,Encouraged,Plans to attend
2756,Female,39200,130,Not Encouraged,Does not plan to attend
2757,Male,33700,72,Not Encouraged,Does not plan to attend
2758,Female,49700,124,Not Encouraged,Does not plan to attend
2759,Male,39700,97,Not Encouraged,Does not plan to attend
2760,Male,30800,65,Not Encouraged,Does not plan to attend
2761,Female,55800,76,Encouraged,Does not plan to attend
2762,Male,26460,102,Encouraged,Does not plan to attend
2763,Male,31800,93,Not Encouraged,Does not plan to attend
2764,Male,19080,95,Encouraged,Does not plan to attend
2765,Male,30960,106,Encouraged,Does not plan to attend
2766,Male,12800,104,Not Encouraged,Does not plan to attend
2767,Male,32100,109,Not Encouraged,Does not plan to attend
2768,Male,66870,96,Encouraged,Does not plan to attend
2769,Female,33550,115,Encouraged,Plans to attend
2770,Female,43800,108,Not Encouraged,Does not plan to attend
2771,Female,34320,92,Encouraged,Plans to attend
2772,Male,43010,129,Encouraged,Plans to attend
2773,Male,69600,108,Not Encouraged,Does not plan to attend
2774,Male,12900,99,Not Encouraged,Does not plan to attend
2775,Female,66870,67,Encouraged,Does not plan to attend
2776,Male,36300,94,Not Encouraged,Does not plan to attend
2777,Male,60300,96,Encouraged,Does not plan to attend
2778,Male,10230,135,Encouraged,Plans to attend
2779,Male,49500,110,Encouraged,Does not plan to attend
2780,Female,39900,99,Not Encouraged,Does not plan to attend
2781,Male,10300,63,Not Encouraged,Does not plan to attend
2782,Male,44990,125,Encouraged,Plans to attend
2783,Female,48070,121,Encouraged,Plans to attend
2784,Female,71280,117,Encouraged,Plans to attend
2785,Male,63690,137,Encouraged,Plans to attend
2786,Female,26910,132,Encouraged,Does not plan to attend
2787,Male,42400,68,Not Encouraged,Does not plan to attend
2788,Male,24600,99,Not Encouraged,Does not plan to attend
2789,Female,58410,135,Encouraged,Plans to attend
2790,Female,15000,103,Not Encouraged,Does not plan to attend
2791,Male,20200,72,Not Encouraged,Does not plan to attend
2792,Male,41030,93,Encouraged,Plans to attend
2793,Female,45320,94,Encouraged,Plans to attend
2794,Female,13700,77,Not Encouraged,Does not plan to attend
2795,Male,41470,109,Encouraged,Plans to attend
2796,Male,33700,89,Not Encouraged,Does not plan to attend
2797,Female,27900,128,Encouraged,Does not plan to attend
2798,Male,46100,106,Not Encouraged,Does not plan to attend
2799,Female,22300,83,Not Encouraged,Does not plan to attend
2800,Female,19200,84,Not Encouraged,Does not plan to attend
2801,Male,32600,74,Not Encouraged,Does not plan to attend
2802,Female,49400,63,Not Encouraged,Does not plan to attend
2803,Female,68800,105,Not Encouraged,Does not plan to attend
2804,Female,35800,92,Not Encouraged,Does not plan to attend
2805,Male,47740,104,Encouraged,Plans to attend
2806,Male,35750,106,Encouraged,Plans to attend
2807,Female,66870,105,Encouraged,Does not plan to attend
2808,Female,40400,95,Not Encouraged,Does not plan to attend
2809,Female,44000,115,Not Encouraged,Does not plan to attend
2810,Male,81510,139,Encouraged,Plans to attend
2811,Male,44500,79,Not Encouraged,Plans to attend
2812,Female,33480,96,Encouraged,Does not plan to attend
2813,Female,12600,94,Not Encouraged,Does not plan to attend
2814,Female,59510,108,Encouraged,Plans to attend
2815,Male,23100,79,Not Encouraged,Does not plan to attend
2816,Male,80080,114,Encouraged,Plans to attend
2817,Female,38300,96,Not Encouraged,Does not plan to attend
2818,Male,71610,106,Encouraged,Plans to attend
2819,Female,74800,99,Not Encouraged,Does not plan to attend
2820,Female,39240,104,Encouraged,Does not plan to attend
2821,Female,20500,97,Not Encouraged,Does not plan to attend
2822,Male,47800,106,Not Encouraged,Does not plan to attend
2823,Female,14500,122,Not Encouraged,Does not plan to attend
2824,Female,55440,121,Encouraged,Plans to attend
2825,Male,16000,61,Not Encouraged,Does not plan to attend
2826,Female,17800,69,Not Encouraged,Does not plan to attend
2827,Female,24480,107,Encouraged,Does not plan to attend
2828,Female,28300,115,Not Encouraged,Does not plan to attend
2829,Male,44330,94,Encouraged,Plans to attend
2830,Male,11970,83,Encouraged,Does not plan to attend
2831,Male,74800,91,Encouraged,Plans to attend
2832,Male,52360,92,Encouraged,Plans to attend
2833,Female,70290,139,Encouraged,Plans to attend
2834,Male,16200,69,Not Encouraged,Does not plan to attend
2835,Male,25740,123,Encouraged,Does not plan to attend
2836,Female,79090,127,Encouraged,Plans to attend
2837,Male,54900,72,Encouraged,Does not plan to attend
2838,Male,49170,110,Encouraged,Plans to attend
2839,Female,71300,78,Not Encouraged,Does not plan to attend
2840,Female,19800,85,Not Encouraged,Does not plan to attend
2841,Female,35000,82,Not Encouraged,Does not plan to attend
2842,Female,46200,102,Not Encouraged,Does not plan to attend
2843,Female,35400,127,Not Encouraged,Does not plan to attend
2844,Female,45600,64,Not Encouraged,Does not plan to attend
2845,Female,26500,99,Not Encouraged,Does not plan to attend
2846,Male,16170,99,Encouraged,Plans to attend
2847,Male,51480,101,Encouraged,Does not plan to attend
